"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Data Analyst","Python, Polars, DuckDB","High-Performance Data Analysis","Analyze 100M+ row datasets using Polars lazy evaluation and DuckDB in-memory SQL for sub-second queries","https://github.com/pola-rs/polars","Data Analysis with Python","Coursera / IBM","https://www.coursera.org/learn/data-analysis-with-python"
"Data Analyst","Python, Pandas, FuzzyWuzzy","Data Deduplication Pipeline","Build a data deduplication and entity resolution pipeline using Pandas FuzzyWuzzy and blocking strategies","https://github.com/seatgeek/thefuzz","Data Cleaning in Python","DataCamp","https://www.datacamp.com/courses/cleaning-data-in-python"
"Data Analyst","Metabase, PostgreSQL, BI","Self-Service BI with Metabase","Deploy Metabase connect to PostgreSQL and build self-service BI dashboards with drill-downs and alerts","https://github.com/metabase/metabase","Business Analytics Specialization","Coursera / Wharton","https://www.coursera.org/specializations/business-analytics"
"Data Analyst","Python, DoWhy, Causal Inference","Causal Inference Analysis","Apply causal inference techniques using DoWhy to measure true treatment effects beyond correlation","https://github.com/py-why/dowhy","Causal Inference","Coursera / Columbia","https://www.coursera.org/learn/causal-inference"
"Data Analyst","SQL, dbt, Metabase, PostgreSQL","Modern Analytics Engineering Stack","Build a modern analytics stack with dbt for transformation PostgreSQL warehouse and Metabase for BI","https://github.com/dbt-labs/dbt-core","Analytics Engineering with dbt","dbt Learn","https://courses.getdbt.com/"
"Data Analyst","Python, OpenAI API, Pandas, SQL","Natural Language Data Querying","Build a natural language to SQL system using OpenAI API and Pandas for conversational data queries","https://github.com/vanna-ai/vanna","Prompt Engineering for Developers","DeepLearning.AI","https://learn.deeplearning.ai/chatgpt-prompt-eng"
"Data Scientist","Python, AutoML, FLAML, AutoGluon","AutoML Model Comparison Framework","Use FLAML and AutoGluon for automated machine learning model selection and hyperparameter optimization","https://github.com/microsoft/FLAML","Automated Machine Learning","Coursera","https://www.coursera.org/learn/automl-in-healthcare"
"Data Scientist","Python, Survival Analysis, Lifelines","Customer Lifetime Value Model","Build a survival analysis model using Lifelines to predict customer churn probability and CLV","https://github.com/CamDavidsonPilon/lifelines","Statistics for Data Science","Coursera","https://www.coursera.org/specializations/statistics"
"Data Scientist","Python, Conformal Prediction, MAPIE","Uncertainty Quantification System","Implement conformal prediction intervals using MAPIE to quantify model uncertainty for regression tasks","https://github.com/scikit-learn-contrib/MAPIE","Probabilistic Machine Learning","Coursera","https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2"
"Data Scientist","Python, SDV, Synthetic Data","Synthetic Data Generator","Generate synthetic tabular data using Synthetic Data Vault SDV preserving statistical properties and privacy","https://github.com/sdv-dev/SDV","Data Privacy Fundamentals","Coursera","https://www.coursera.org/learn/data-privacy-fundamentals"
"Data Scientist","Python, Optuna, MLflow, Hyperparameter Tuning","Automated Hyperparameter Optimization","Run distributed hyperparameter optimization with Optuna integrated with MLflow experiment tracking","https://github.com/optuna/optuna","Advanced Machine Learning Specialization","Coursera / HSE","https://www.coursera.org/specializations/aml"
"Data Scientist","Python, NetworkX, Graph Analytics","Social Network Analysis Tool","Analyze social network graphs using NetworkX for centrality measures community detection and link prediction","https://github.com/networkx/networkx","Social and Economic Networks","Coursera / Stanford","https://www.coursera.org/learn/social-economic-networks"
"Machine Learning Engineer","Python, JAX, Flax, TPU","JAX Neural Network Training","Train a neural network using Google JAX with JIT compilation vmap and pmap for TPU acceleration","https://github.com/google/jax","JAX Fundamentals","DeepLearning.AI","https://learn.deeplearning.ai/courses/jax-fundamentals"
"Machine Learning Engineer","Python, ONNX, TensorRT","Model Optimization and Quantization","Export PyTorch models to ONNX apply INT8 quantization with TensorRT for 10x inference speedup","https://github.com/microsoft/onnxruntime","TensorFlow Lite and On-Device ML","Google Developers","https://developers.google.com/learn/topics/on-device-ml"
"Machine Learning Engineer","Python, Triton, Custom GPU Kernels","Custom GPU Kernel with Triton","Write custom CUDA-like GPU kernels using OpenAI Triton to optimize attention and matrix operations","https://github.com/openai/triton","GPU Programming with CUDA","NVIDIA","https://developer.nvidia.com/cuda-education"
"Machine Learning Engineer","Python, Mamba, State Space Models","State Space Model Implementation","Implement Mamba State Space Model architecture from scratch and benchmark against Transformers on long sequences","https://github.com/state-spaces/mamba","Deep Learning Specialization","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/deep-learning"
"Machine Learning Engineer","Python, Flower, Federated Learning","Federated ML Training System","Build a privacy-preserving federated learning system using Flower framework with differential privacy","https://github.com/adap/flower","Privacy in Machine Learning","Coursera","https://www.coursera.org/learn/privacy-in-llms"
"Machine Learning Engineer","Python, Knowledge Distillation, Pruning, TinyML","Model Compression Pipeline","Apply knowledge distillation pruning and quantization to compress a ResNet model for edge deployment","https://github.com/tensorflow/model-optimization","TinyML and Efficient Deep Learning","MIT","https://efficientml.ai/"
"Data Engineer","Python, Soda Core, Great Expectations","Data Quality Monitoring Platform","Build automated data quality checks using Soda Core and Great Expectations with Slack alerting on failures","https://github.com/sodadata/soda-core","Data Quality Fundamentals","O'Reilly","https://www.oreilly.com/library/view/data-quality-fundamentals/9781098112035/"
"Data Engineer","Python, OpenLineage, Marquez","Data Lineage Tracking System","Implement end-to-end data lineage using OpenLineage standard and Marquez metadata server across pipelines","https://github.com/OpenLineage/OpenLineage","Data Governance and Management","Coursera","https://www.coursera.org/learn/data-management-warehousing"
"Data Engineer","Python, Polars, Apache Arrow, Parquet","High-Performance ETL with Polars","Build ultra-fast ETL pipelines using Polars Apache Arrow and Parquet for columnar data processing","https://github.com/pola-rs/polars","Data Engineering Foundations","DataCamp","https://www.datacamp.com/tracks/data-engineer"
"Data Engineer","Python, Prefect 3, Docker, S3","Prefect Workflow Orchestration","Orchestrate complex data workflows using Prefect 3 with deployments schedules concurrency and S3 results","https://github.com/PrefectHQ/prefect","Prefect Orchestration Docs","Prefect","https://docs.prefect.io/latest/getting-started/"
"Data Engineer","Python, Dagster, dbt, Snowflake","Dagster Asset-Based Data Pipeline","Build data asset pipelines using Dagster software-defined assets with dbt and Snowflake integrations","https://github.com/dagster-io/dagster","Data Pipeline Automation","Coursera","https://www.coursera.org/learn/data-collection-processing-python"
"Data Engineer","Scala, Spark, Kafka, Delta Lake","Spark Structured Streaming with Delta","Process Kafka streams with Spark Structured Streaming writing to Delta Lake with schema enforcement","https://github.com/delta-io/delta","Databricks Certified Associate Developer for Apache Spark","Databricks","https://www.databricks.com/learn/certification/apache-spark-developer-associate"
"DevOps Engineer","OpenTelemetry, Jaeger, Grafana Tempo","Distributed Tracing System","Instrument microservices with OpenTelemetry SDK and visualize distributed traces in Jaeger and Grafana Tempo","https://github.com/open-telemetry/opentelemetry-collector","Observability Engineering","O'Reilly","https://www.oreilly.com/library/view/observability-engineering/9781492076438/"
"DevOps Engineer","Tekton, Kubernetes, Pipeline CRDs","Kubernetes-Native CI/CD with Tekton","Build cloud-native CI/CD pipelines using Tekton Pipelines and Triggers running inside Kubernetes","https://github.com/tektoncd/pipeline","Certified Kubernetes Application Developer CKAD","CNCF / Linux Foundation","https://www.cncf.io/certification/ckad/"
"DevOps Engineer","Flux CD, Helm, Image Automation","GitOps with Flux CD","Implement GitOps continuous delivery using Flux CD HelmRelease CRDs and image automation controllers","https://github.com/fluxcd/flux2","GitOps Fundamentals","Codefresh","https://codefresh.learnworlds.com/course/gitops-with-argo"
"DevOps Engineer","Nix, NixOS, Reproducible Builds","Reproducible Dev Environments with Nix","Create fully reproducible development environments and deployments using Nix flakes and NixOS modules","https://github.com/NixOS/nixpkgs","Linux Administration Bootcamp","Udemy","https://www.udemy.com/course/linux-administration-bootcamp/"
"DevOps Engineer","AWS CDK, Step Functions, Lambda","Serverless Workflow Automation","Build a complex serverless workflow using AWS Step Functions Lambda SQS and CDK for infrastructure","https://github.com/aws-samples/aws-stepfunctions-examples","AWS DevOps Engineer Professional DOP-C02","AWS","https://aws.amazon.com/certification/certified-devops-engineer-professional/"
"DevOps Engineer","Cilium, eBPF, Kubernetes Networking","eBPF Kubernetes Networking with Cilium","Configure Cilium CNI with eBPF for Kubernetes network policies observability and Hubble flow visualization","https://github.com/cilium/cilium","Kubernetes Networking Fundamentals","Linux Foundation","https://training.linuxfoundation.org/training/kubernetes-and-cloud-native-associate-kcna/"
"Cloud Engineer","AWS, FinOps, Cost Explorer, Grafana","Cloud FinOps Cost Dashboard","Build a FinOps cost visibility dashboard using AWS Cost Explorer Budgets and Grafana visualizations","https://github.com/aws-samples/aws-cost-explorer-report","AWS Certified Cloud Practitioner","AWS","https://aws.amazon.com/certification/certified-cloud-practitioner/"
"Cloud Engineer","Azure, Landing Zone, CAF, Bicep","Azure Cloud Adoption Framework Landing Zone","Implement an Azure Landing Zone following CAF with hub-spoke topology governance and Bicep automation","https://github.com/Azure/Enterprise-Scale","Microsoft Azure Solutions Architect AZ-305","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-solutions-architect/"
"Cloud Engineer","GCP, Cloud Spanner, Terraform","Globally Distributed Spanner Database","Provision and configure Cloud Spanner globally distributed database with Terraform and interleaved tables","https://github.com/GoogleCloudPlatform/terraform-google-spanner","Google Cloud Database Engineer","Google Cloud","https://cloud.google.com/certification/cloud-database-engineer"
"Cloud Engineer","OpenStack, Heat, Neutron, Ceph","Private Cloud with OpenStack","Deploy a private cloud using OpenStack with Heat orchestration Neutron networking and Ceph storage backend","https://github.com/openstack/openstack","OpenStack Administrator COA","Linux Foundation","https://training.linuxfoundation.org/certification/certified-openstack-administrator-coa/"
"Cloud Engineer","Cloudflare, Zero Trust, Access Tunnel","Cloudflare Zero Trust Network","Implement Zero Trust network access using Cloudflare Access Tunnel WARP and Gateway policies","https://github.com/cloudflare/cloudflared","Cloudflare Certified Network Associate","Cloudflare","https://www.cloudflare.com/learning-paths/"
"Mobile App Developer","Swift, SwiftData, SwiftUI, CloudKit","SwiftData Journaling App","Build a SwiftUI journaling app with SwiftData persistence CloudKit sync and rich text editing","https://github.com/nicklockwood/Lorikeet","SwiftUI Development Tutorials","Apple Developer","https://developer.apple.com/tutorials/swiftui"
"Mobile App Developer","Kotlin, Compose Multiplatform, KMP","Kotlin Multiplatform Shared App","Build a KMP app sharing business logic between Android iOS and Desktop using Compose Multiplatform UI","https://github.com/JetBrains/compose-multiplatform","Kotlin Multiplatform Development","JetBrains Academy","https://www.jetbrains.com/academy/"
"Mobile App Developer","Flutter, ML Kit, Firebase, Dart","Flutter Smart Scanner with ML Kit","Build a Flutter app with Google ML Kit for real-time text recognition barcode scanning and face detection","https://github.com/bharat-biradar/Google-Ml-Kit-plugin","Flutter Advanced Course","Udemy","https://www.udemy.com/course/flutter-advanced-course/"
"Mobile App Developer","React Native, Vision Camera, TFLite","On-Device ML with React Native","Integrate TensorFlow Lite models into React Native using Vision Camera for real-time object classification","https://github.com/mrousavy/react-native-vision-camera","Machine Learning for Mobile","Coursera","https://www.coursera.org/learn/machine-learning-in-ios"
"Mobile App Developer","Flutter, WebRTC, Agora SDK","Flutter Video Calling App","Build a real-time video calling app with Flutter WebRTC protocol and Agora SDK for group video calls","https://github.com/AgoraIO/Flutter-SDK","Flutter and Firebase – Complete App","Udemy","https://www.udemy.com/course/flutter-firebase/"
"Cybersecurity Analyst","Python, Volatility 3, Memory Forensics","Memory Forensics Investigation Lab","Use Volatility 3 to analyze memory dumps extract processes network connections and detect rootkits","https://github.com/volatilityfoundation/volatility3","Computer Forensics","Coursera / Infosec","https://www.coursera.org/learn/computer-forensics"
"Cybersecurity Analyst","Python, Frida, Mobile Pentesting","Mobile App Security Testing","Use Frida dynamic instrumentation to hook Android/iOS app functions bypass SSL pinning and extract secrets","https://github.com/frida/frida","Mobile Security Testing Guide MASTG","OWASP","https://mas.owasp.org/MASTG/"
"Cybersecurity Analyst","Zeek, NetworkML, IDS, Python","Network Intrusion Detection System","Build a network IDS using Zeek for traffic analysis and ML-based anomaly detection for threat classification","https://github.com/zeek/zeek","Network Security Specialization","Coursera","https://www.coursera.org/learn/network-security"
"Cybersecurity Analyst","BloodHound, Impacket, Active Directory","Active Directory Attack Path Analysis","Map AD attack paths using BloodHound and Impacket to simulate privilege escalation and lateral movement","https://github.com/BloodHoundAD/BloodHound","MITRE ATT&CK Defender Program","MITRE","https://mad.mitre.org/"
"Cybersecurity Analyst","Ghidra, Python, Reverse Engineering","Malware Reverse Engineering Lab","Reverse engineer a malware sample using Ghidra and Python scripting to identify C2 indicators of compromise","https://github.com/NationalSecurityAgency/ghidra","Reverse Engineering and Malware Analysis","Coursera","https://www.coursera.org/learn/malware-analysis"
"Cybersecurity Analyst","AWS GuardDuty, Prowler, Security Hub","Cloud Security Posture Management","Assess AWS cloud security posture using Prowler GuardDuty Security Hub and automated remediation lambdas","https://github.com/prowler-cloud/prowler","AWS Security Specialty SCS-C02","AWS","https://aws.amazon.com/certification/certified-security-specialty/"
"AI Engineer","Python, LangGraph, Stateful Agents","Stateful Multi-Step AI Agent","Build a stateful multi-step AI agent using LangGraph with persistent memory tool use and human-in-the-loop","https://github.com/langchain-ai/langgraph","AI Agents in LangGraph","DeepLearning.AI","https://learn.deeplearning.ai/courses/ai-agents-in-langgraph"
"AI Engineer","Python, DSPy, Prompt Optimization","Automated Prompt Tuning with DSPy","Use DSPy to automatically optimize prompts for multi-step reasoning tasks replacing manual prompt engineering","https://github.com/stanfordnlp/dspy","Building Systems with the ChatGPT API","DeepLearning.AI","https://learn.deeplearning.ai/chatgpt-prompt-eng"
"AI Engineer","Python, Mem0, Long-Term Memory","AI Assistant with Persistent Memory","Build an AI assistant with long-term persistent memory using Mem0 vector store and personalization layers","https://github.com/mem0ai/mem0","LLMs as Operating Systems: Agent Memory","DeepLearning.AI","https://learn.deeplearning.ai/courses/llms-as-operating-systems"
"AI Engineer","Python, Weaviate, Multimodal Search","Multimodal Vector Search Engine","Build a multimodal search engine using Weaviate that searches across text images and audio embedding vectors","https://github.com/weaviate/weaviate","Vector Databases: from Embeddings to Applications","DeepLearning.AI","https://learn.deeplearning.ai/courses/vector-databases-embeddings-applications"
"AI Engineer","Python, Haystack, Document QA","Haystack NLP Production Pipeline","Build a production NLP pipeline using Deepset Haystack with document stores extractive QA and evaluation","https://github.com/deepset-ai/haystack","NLP in the Real World","Haystack Tutorials","https://haystack.deepset.ai/tutorials"
"AI Engineer","Python, Semantic Kernel, Azure OpenAI","Semantic Kernel Copilot Plugin","Build a custom AI copilot using Microsoft Semantic Kernel with plugins planners and Azure OpenAI integration","https://github.com/microsoft/semantic-kernel","Microsoft Azure AI Engineer AI-102","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-ai-engineer/"
"AI Engineer","Python, RAGAS, LLM Evaluation","LLM RAG Evaluation Framework","Build an LLM evaluation pipeline using RAGAS and custom evals to score RAG faithfulness and relevance","https://github.com/explodinggradients/ragas","Evaluating and Debugging Generative AI","DeepLearning.AI","https://learn.deeplearning.ai/evaluating-debugging-generative-ai"
"Database Engineer","TimescaleDB, PostgreSQL, Continuous Aggregates","TimescaleDB IoT Time-Series Platform","Store and query IoT time-series data using TimescaleDB hypertables continuous aggregates and compression","https://github.com/timescale/timescaledb","Time Series Analysis","Coursera","https://www.coursera.org/learn/practical-time-series-analysis"
"Database Engineer","CockroachDB, Distributed SQL, Geo-Partitioning","Multi-Region CockroachDB Cluster","Deploy a multi-region CockroachDB cluster with geo-partitioning follower reads and serializable transactions","https://github.com/cockroachdb/cockroach","Distributed Database Systems","Coursera","https://www.coursera.org/learn/cloud-computing"
"Database Engineer","pgvector, PostgreSQL, Embeddings","pgvector Semantic Search Database","Add semantic search to PostgreSQL using pgvector to store and query high-dimensional embedding vectors","https://github.com/pgvector/pgvector","Vector Databases and Embeddings","DeepLearning.AI","https://learn.deeplearning.ai/courses/vector-databases-embeddings-applications"
"Database Engineer","Apache HBase, Hadoop, Wide-Column","HBase Wide-Column Store Design","Design an HBase wide-column schema for real-time reads on big data with Hadoop HDFS integration","https://github.com/apache/hbase","Big Data Specialization","Coursera / UC San Diego","https://www.coursera.org/specializations/big-data"
"Database Engineer","Citus, PostgreSQL, Distributed Sharding","PostgreSQL Horizontal Sharding with Citus","Scale PostgreSQL horizontally using Citus distributed tables co-location and parallel query execution","https://github.com/citusdata/citus","Advanced Database Systems","Carnegie Mellon","https://15445.courses.cs.cmu.edu/"
"Database Engineer","FaunaDB, GraphQL, ABAC Security","FaunaDB Serverless Database App","Build a serverless backend using FaunaDB ABAC security model and auto-generated GraphQL schema","https://github.com/fauna/faunadb-js","Serverless Architecture","Coursera","https://www.coursera.org/learn/serverless"
"MLOps Engineer","Python, Feast, Feature Store, Redis","Feature Store with Feast","Build a centralized feature store using Feast with offline online serving and point-in-time correct training datasets","https://github.com/feast-dev/feast","Feature Engineering for Machine Learning","Coursera","https://www.coursera.org/learn/feature-engineering"
"MLOps Engineer","Python, Seldon Core, Kubernetes, A/B Testing","Advanced Model Serving with Seldon","Deploy explainable ML models at scale using Seldon Core with A/B testing canary deployments and outlier detection","https://github.com/SeldonIO/seldon-core","ML Deployment on Kubernetes","Udemy","https://www.udemy.com/course/deployment-of-machine-learning-models/"
"MLOps Engineer","Python, Weights and Biases, Experiment Tracking","W&B Experiment Tracking Pipeline","Set up comprehensive ML experiment tracking with W&B Sweeps model versioning registry and Reports","https://github.com/wandb/wandb","Effective MLOps Model Development","Weights and Biases","https://www.wandb.courses/courses/effective-mlops-model-development"
"MLOps Engineer","Python, Kafka, River, Online ML","Online Learning Real-Time Pipeline","Build an online machine learning system using River library with Kafka stream input and incremental model updates","https://github.com/online-ml/river","Real-Time ML and Deployment","Coursera","https://www.coursera.org/learn/deploying-machine-learning-models-in-production"
"Blockchain Developer","Solidity, EIP-4337, Account Abstraction","Account Abstraction Smart Wallet","Implement ERC-4337 account abstraction with smart contract wallets paymasters and ERC-4337 bundlers","https://github.com/eth-infinitism/account-abstraction","Smart Contract Security","Coursera","https://www.coursera.org/learn/smart-contract-security"
"Blockchain Developer","Move, Aptos, Sui, Smart Contracts","Move Language Smart Contract","Write and deploy smart contracts on Aptos and Sui blockchain using the Move programming language","https://github.com/aptos-labs/aptos-core","Move Language Development","Aptos Dev Docs","https://aptos.dev/en/build/smart-contracts"
"Blockchain Developer","Foundry, Echidna, Slither, Fuzzing","Smart Contract Security Audit Toolkit","Audit Solidity contracts using Foundry fuzzing Echidna property testing and Slither static analysis","https://github.com/crytic/slither","Smart Contract Auditing","Cyfrin","https://www.cyfrin.io/courses"
"Blockchain Developer","The Graph, Subgraph, GraphQL","Blockchain Data Indexing with The Graph","Write and deploy a Subgraph on The Graph protocol to index and query on-chain events via GraphQL API","https://github.com/graphprotocol/graph-node","The Graph Academy Developer","The Graph","https://thegraph.academy/developers/"
"NLP Engineer","Python, DistilBERT, Knowledge Distillation","Lightweight NLP Model via Distillation","Distill a large BERT model into DistilBERT for production deployment with minimal accuracy loss","https://github.com/huggingface/transformers","Efficient Fine-Tuning of LLMs","DeepLearning.AI","https://learn.deeplearning.ai/courses/finetuning-large-language-models"
"NLP Engineer","Python, Label Studio, Annotation Pipeline","NLP Data Annotation Workflow","Set up Label Studio annotation pipeline for NER relation extraction and text classification datasets","https://github.com/HumanSignal/label-studio","Data-Centric AI","DeepLearning.AI","https://learn.deeplearning.ai/data-centric-ai"
"NLP Engineer","Python, BERTScore, BLEU, ROUGE, Evaluation","NLP Model Evaluation Suite","Build a comprehensive NLP evaluation suite using BLEU ROUGE BERTScore and human eval frameworks","https://github.com/Tiiiger/bert_score","Natural Language Processing Capstone","Coursera / DeepLearning.AI","https://www.coursera.org/specializations/natural-language-processing"
"Computer Vision Engineer","Python, MiDaS, Depth Estimation","Monocular Depth Estimation App","Build a monocular depth estimation system using MiDaS with webcam input and 3D point cloud visualization","https://github.com/isl-org/MiDaS","3D Computer Vision Specialization","Coursera","https://www.coursera.org/specializations/firstprinciplesofcomputervision"
"Computer Vision Engineer","Python, Detectron2, Instance Segmentation","Instance Segmentation Training Pipeline","Train a Detectron2 Mask R-CNN model for custom instance segmentation with COCO-format dataset pipeline","https://github.com/facebookresearch/detectron2","Computer Vision Nanodegree","Udacity","https://www.udacity.com/course/computer-vision-nanodegree--nd891"
"Computer Vision Engineer","Python, ControlNet, Stable Diffusion","Controlled Image Generation App","Use ControlNet with Stable Diffusion for pose-guided image generation sketch-to-image and style transfer","https://github.com/lllyasviel/ControlNet","Generative AI for Images","DeepLearning.AI","https://learn.deeplearning.ai/"
"Site Reliability Engineer","k6, Grafana, SLO Engineering","Performance Engineering Framework","Build a performance engineering practice with k6 load tests SLO tracking and capacity planning dashboards","https://github.com/grafana/k6","Performance Engineering Fundamentals","USENIX","https://www.usenix.org/srecon"
"Site Reliability Engineer","Kubernetes, KEDA, Event-Driven Autoscaling","Event-Driven Autoscaling with KEDA","Configure KEDA for event-driven autoscaling of Kubernetes workloads based on Kafka queue depth","https://github.com/kedacore/keda","Kubernetes Operators and CRDs","Linux Foundation","https://training.linuxfoundation.org/training/kubernetes-and-cloud-native-associate-kcna/"
"QA Engineer","Python, Behave, Gherkin, BDD","BDD Test Automation with Behave","Write BDD feature files with Gherkin syntax and automate using Python Behave and Selenium step definitions","https://github.com/behave/behave","BDD with Cucumber","Udemy","https://www.udemy.com/course/cucumber-tutorial/"
"QA Engineer","Python, Hypothesis, Property-Based Testing","Property-Based Testing Suite","Implement property-based testing with Hypothesis to auto-generate edge case inputs for robust Python code","https://github.com/HypothesisWorks/hypothesis","Software Testing MicroMasters","edX / TU Delft","https://www.edx.org/professional-certificate/delftx-automated-software-testing"
"QA Engineer","Appium, AWS Device Farm, Mobile Automation","Cloud Mobile Test Automation","Run Appium mobile test scripts on real devices using AWS Device Farm with parallel execution and reporting","https://github.com/appium/appium","Mobile Test Automation with Appium","Udemy","https://www.udemy.com/course/mobile-automation-using-appiumselenium-3/"
"Game Developer","Unity, Netcode for GameObjects, Relay","Unity Multiplayer Game with NGO","Build a real-time multiplayer Unity game using Netcode for GameObjects Unity Relay and Lobby services","https://github.com/Unity-Technologies/com.unity.netcode.gameobjects","Unity Multiplayer Game Development","Unity Learn","https://learn.unity.com/"
"Game Developer","Godot 4, C#, Procedural Generation","Godot 4 Procedural World Generator","Build a procedural dungeon generator in Godot 4 with C# BSP trees noise functions and biome generation","https://github.com/godotengine/godot","Procedural Content Generation in Games","Coursera","https://www.coursera.org/learn/procedural-content-generation"
"Game Developer","Bevy, Rust, ECS Architecture","Rust Bevy ECS 2D Game","Build a 2D game in Rust using Bevy game engine with ECS architecture physics and sprite sheet animation","https://github.com/bevyengine/bevy","Rust Programming Language","Udemy","https://www.udemy.com/course/ultimate-rust-crash-course/"
"Embedded Systems Engineer","Rust, Embassy, no_std, Async","Async Embedded Firmware with Embassy Rust","Write async embedded firmware using Rust Embassy on STM32 with no_std async tasks GPIO and SPI","https://github.com/embassy-rs/embassy","Embedded Rust Book","Embedded Rust WG","https://docs.rust-embedded.org/book/"
"Embedded Systems Engineer","Zephyr RTOS, C, BLE Mesh, nRF52","Zephyr BLE Mesh Sensor Network","Build a BLE Mesh sensor network using Zephyr RTOS on nRF52 with provisioning and sensor model implementation","https://github.com/zephyrproject-rtos/zephyr","RTOS Fundamentals","Udemy","https://www.udemy.com/course/rtos-real-time-operating-system/"
"AR/VR Developer","Meta Quest SDK, Unity, Hand Tracking","Meta Quest 3 Hand Tracking App","Build a Meta Quest 3 hand-tracking app using Meta XR SDK with natural hand gestures and physics interaction","https://github.com/oculus-samples/Unity-HandTracking","Meta Spark AR Developer","Meta Spark","https://sparkar.facebook.com/ar-studio/learn/"
"AR/VR Developer","8th Wall, WebAR, Three.js","Browser-Based Markerless WebAR","Create a markerless WebAR experience with 8th Wall World Tracking and Three.js interactive 3D objects","https://github.com/nicolo-ribaudo/webar-samples","Augmented Reality Design and Development","Coursera / Unity","https://www.coursera.org/learn/arvr-course"
"Platform Engineer","Port.io, GitHub Actions, Scaffolding","Internal Developer Portal with Port","Build a developer portal using Port.io with GitHub Actions blueprints scorecards and self-service scaffolding","https://github.com/port-labs/port-docs","Platform Engineering on Kubernetes","O'Reilly","https://www.oreilly.com/library/view/platform-engineering-on/9781098105105/"
"Platform Engineer","Dagger, Go SDK, Portable CI","Portable CI/CD Pipelines with Dagger","Write portable CI/CD pipelines as code using Dagger Go SDK that run locally and in any CI provider","https://github.com/dagger/dagger","DevOps Engineering on AWS","Coursera","https://www.coursera.org/specializations/aws-devops"
"Platform Engineer","vCluster, Kubernetes, Multitenancy","Kubernetes Multitenancy with vCluster","Provide tenant isolation on shared Kubernetes clusters using vCluster virtual clusters with resource quotas","https://github.com/loft-sh/vcluster","Advanced Kubernetes","Linux Foundation","https://training.linuxfoundation.org/training/kubernetes-for-developers/"
"Security Engineer","Falco, Kubernetes, eBPF, Runtime Security","Kubernetes Runtime Security with Falco","Deploy Falco for Kubernetes runtime threat detection with custom rules eBPF probes and Slack alerting","https://github.com/falcosecurity/falco","Certified Kubernetes Security Specialist CKS","CNCF","https://www.cncf.io/certification/cks/"
"Security Engineer","Trivy, Syft, SBOM, SLSA","Software Supply Chain Security","Implement container image scanning with Trivy SBOM generation with Syft and SLSA provenance attestation","https://github.com/aquasecurity/trivy","Secure Software Development Fundamentals","edX / Linux Foundation","https://www.edx.org/professional-certificate/linuxfoundationx-secure-software-development-fundamentals"
"Security Engineer","Terraform, Checkov, Terrascan, IaC Security","Shift-Left IaC Security Scanning","Scan Terraform IaC for misconfigurations using Checkov Terrascan and integrate into CI/CD pipelines","https://github.com/bridgecrewio/checkov","DevSecOps Fundamentals","Coursera","https://www.coursera.org/learn/devsecops-fundamentals"
"Security Engineer","TheHive, Cortex, SOAR, Python","Security Orchestration with TheHive","Build a SOAR platform using TheHive Cortex and Python automation playbooks for incident response","https://github.com/TheHive-Project/TheHive","Cybersecurity Incident Response","Coursera","https://www.coursera.org/learn/incident-response"
"Solutions Architect","AWS, EventBridge, SNS, SQS, Lambda","Event-Driven Architecture on AWS","Design event-driven microservices using AWS EventBridge SNS SQS Lambda and DLQ patterns with CDK","https://github.com/aws-samples/amazon-eventbridge-integration-with-aws-services","AWS Solutions Architect Associate SAA-C03","AWS","https://aws.amazon.com/certification/certified-solutions-architect-associate/"
"Solutions Architect","Azure, APIM, Service Bus, AKS, Dapr","Azure Microservices Platform","Design a microservices platform on Azure with APIM Service Bus AKS and Dapr sidecar for service mesh","https://github.com/Azure/azure-microservices-reference-app","Azure Solutions Architect Expert AZ-305","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-solutions-architect/"
"Solutions Architect","GCP, Apigee, OpenAPI, API-First","API-First Design with Apigee","Implement API-first design using Apigee API Gateway OpenAPI specs developer portal and analytics","https://github.com/apigee/api-platform-samples","Apigee API Engineer Certification","Google Cloud","https://cloud.google.com/certification/apigee-api-engineer"
"Data Visualization Engineer","Python, Panel, HoloViews, Datashader","Big Data Interactive Viz with HoloViz","Build big data interactive visualizations using HoloViews hvPlot Panel and Datashader for millions of points","https://github.com/holoviz/panel","Data Visualization Best Practices","Coursera","https://www.coursera.org/learn/data-visualization"
"Data Visualization Engineer","JavaScript, Apache ECharts, 3D GL","Apache ECharts Interactive Dashboard","Create rich dashboards using Apache ECharts with custom themes GL 3D and large dataset rendering","https://github.com/apache/echarts","Data Visualization with JavaScript","Udemy","https://www.udemy.com/course/masterwebdesign/"
"Prompt Engineer","Python, OpenAI, Claude, Gemini, Benchmarking","Prompt Library and Benchmarking Tool","Build a prompt manager that versions tests and benchmarks prompts across GPT-4o Claude and Gemini models","https://github.com/brexhq/prompt-engineering","Prompt Engineering for Everyone","DeepLearning.AI","https://learn.deeplearning.ai/chatgpt-prompt-eng"
