"job_role","required_skills","project_name","project_description","project_github_link","certification_name","certification_provider","certification_link"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Automated Azure Web App Deployment with IaC","Deploy a multi-tier web application consisting of Azure App Service, Azure SQL Database, and Azure Storage Account using either ARM Templates or Bicep. Focus on parameterized deployments, secure credential management, and resource tagging for governance.","https://github.com/Azure/azure-quickstart-templates","Microsoft Certified: Azure Fundamentals","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Azure Network Infrastructure with VNet Peering and VPN Gateway","Design and implement a complex virtual network infrastructure across multiple Azure regions or subscriptions. This includes setting up Virtual Networks, subnets, Network Security Groups, VNet peering, and configuring a Site-to-Site VPN Gateway for hybrid connectivity simulation.","https://github.com/Azure-Samples/vpn-gateway-vnet-to-vnet","Microsoft Certified: Azure Administrator Associate","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-administrator-associate/"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Serverless API with Azure Functions and Cosmos DB Backend","Develop an HTTP-triggered Azure Functions application that provides a RESTful API. The API should perform CRUD operations against an Azure Cosmos DB database, demonstrating serverless backend development and NoSQL data management.","https://github.com/Azure-Samples/cosmosdb-serverless-sample","Microsoft Certified: Azure Developer Associate","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-developer-associate/"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Azure Kubernetes Service (AKS) Application Deployment with CI/CD","Set up an Azure Kubernetes Service (AKS) cluster and deploy a containerized microservices application to it. Implement a full CI/CD pipeline using Azure DevOps or GitHub Actions to build Docker images, push them to Azure Container Registry, and deploy to AKS using Helm charts.","https://github.com/Azure-Samples/aks-store-demo","HashiCorp Certified: Terraform Associate","HashiCorp","https://www.hashicorp.com/certification/terraform-associate"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Azure Sentinel for Security Information and Event Management (SIEM)","Configure an Azure Sentinel workspace to collect security logs from various Azure resources (e.g., Activity Logs, VM logs, Azure AD logs). Create custom analytics rules, workbooks, and automated playbooks using Azure Logic Apps to respond to detected threats.","https://github.com/Azure/Azure-Sentinel","Microsoft Certified: Azure Security Engineer Associate","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-security-engineer/"
"Azure Cloud Engineer","Azure IaaS/PaaS, Azure Networking, Azure Security, Azure Identity Management, Azure Monitoring, Infrastructure as Code (IaC), Scripting, Database Management, Cost Management, Python, PowerShell, Bash, C# (optional), Azure SDKs, .NET (optional)","Cost Management and Optimization with Azure Budgets and Advisor","Implement an Azure cost management solution by setting up Azure Budgets for different departments or projects and configuring alerts. Utilize Azure Advisor recommendations to identify and implement cost-saving opportunities, demonstrating FinOps principles.","https://github.com/Azure-Samples/azure-cost-management-samples","Microsoft Certified: Azure Solutions Architect Expert","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-solutions-architect-expert/"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","Automated Web Application CI/CD Pipeline to Cloud VM","Develop a comprehensive CI/CD pipeline for a simple web application (e.g., Node.js or Python Flask). The pipeline, using Jenkins or GitHub Actions, should include code checkout, build, unit testing, Docker image creation, pushing to a registry, and deploying to a cloud VM on AWS/Azure/GCP.","https://github.com/jenkins-docs/simple-nodejs-react-app","Docker Certified Associate (DCA)","Docker","https://www.docker.com/certification/dca/"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","Cloud Infrastructure Provisioning and Configuration with Terraform and Ansible","Provision a complete cloud infrastructure stack (e.g., VPC, EC2 instances, Security Groups, Load Balancer) on AWS using Terraform. Subsequently, use Ansible playbooks to configure the provisioned EC2 instances, install necessary software (e.g., Nginx, Docker), and deploy a sample application.","https://github.com/hashicorp/terraform-guides","Certified Kubernetes Administrator (CKA)","Cloud Native Computing Foundation (CNCF)","https://www.cncf.io/certification/cka/"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","Kubernetes Cluster Application Deployment with Helm","Deploy a multi-service containerized application to a Kubernetes cluster (e.g., Minikube, EKS, AKS). Package the application using Helm charts, manage configurations with Kustomize, and implement rolling updates and rollbacks.","https://github.com/kubernetes/minikube","HashiCorp Certified: Terraform Associate","HashiCorp","https://www.hashicorp.com/certification/terraform-associate"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","Monitoring and Alerting Stack with Prometheus, Grafana, and Alertmanager","Set up a monitoring solution using Prometheus to collect metrics from sample applications and servers, Grafana for dashboard visualization, and Alertmanager for routing alerts. Define Service Level Indicators (SLIs) and Service Level Objectives (SLOs) for critical services.","https://github.com/prometheus/prometheus","AWS Certified DevOps Engineer - Professional","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-devops-engineer-professional/"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","Containerized Application Development with Docker Compose and Registry Integration","Create a multi-container application (e.g., a web application with a database and cache) using Docker Compose. Build optimized Docker images, push them to a private or public container registry (e.g., Docker Hub, AWS ECR), and manage image versions.","https://github.com/docker/awesome-compose","Microsoft Certified: Azure DevOps Engineer Expert","Microsoft","https://learn.microsoft.com/en-us/credentials/certifications/azure-devops-engineer/"
"DevOps Engineer","CI/CD Pipeline Development, Infrastructure as Code (IaC), Configuration Management, Containerization, Orchestration, Cloud Platforms, Scripting, Version Control, Monitoring & Logging, Python, Go, Bash, Groovy, Ruby (optional), N/A","DevSecOps Pipeline Integration with SAST/DAST/SCA","Enhance an existing CI/CD pipeline by integrating security tools at various stages. Include Static Application Security Testing (SAST) with SonarQube, container image scanning with Trivy/Clair, and Dynamic Application Security Testing (DAST) with OWASP ZAP for automated vulnerability detection.","https://github.com/anchore/syft","Red Hat Certified Specialist in Ansible Automation","Red Hat","https://www.redhat.com/en/services/certification/rhca-ansible-automation"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","Distributed Application Observability with OpenTelemetry and Kubernetes","Instrument a sample microservices application with OpenTelemetry to generate comprehensive metrics, logs, and traces. Deploy this application to a Kubernetes cluster and configure Prometheus, Grafana, and Jaeger/Zipkin to collect, visualize, and analyze its telemetry data.","https://github.com/open-telemetry/opentelemetry-demo","Certified Kubernetes Administrator (CKA)","Cloud Native Computing Foundation (CNCF)","https://www.cncf.io/certification/cka/"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","Automated Incident Response and Remediation Playbook","Design and implement an automated incident response playbook using a combination of monitoring alerts (e.g., from Prometheus), serverless functions (e.g., AWS Lambda, Azure Functions), and communication tools (e.g., PagerDuty, Slack). The playbook should diagnose and auto-remediate common issues or escalate to on-call teams.","https://github.com/PagerDuty/go-pagerduty","Google Cloud Professional Cloud Architect","Google Cloud","https://cloud.google.com/certification/cloud-architect"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","Chaos Engineering Experimentation for Application Resilience","Utilize a chaos engineering platform like LitmusChaos or Gremlin to design and execute chaos experiments on a sample application deployed in Kubernetes. Inject failures such as pod deletion, network latency, or resource exhaustion to identify and fix system weaknesses.","https://github.com/litmuschaos/litmus","AWS Certified Solutions Architect - Professional","Amazon Web Services (AWS)","https://aws.amazon.com/certification/certified-solutions-architect-professional/"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","High Availability and Disaster Recovery (DR) for a Critical Service","Architect and implement a highly available and disaster-recoverable setup for a critical web service across multiple availability zones or regions in a chosen cloud provider (e.g., AWS Multi-AZ deployments with RDS, Azure Geo-redundant storage, GCP Regional Managed Instance Groups).","https://github.com/aws-samples/amazon-vpc-site-to-site-vpn-sample-templates","Linux Foundation Certified Engineer (LFCE)","Linux Foundation","https://training.linuxfoundation.org/certification/lfce/"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","Performance Testing and Capacity Planning Tool Development","Develop a custom performance testing framework or script using tools like Locust or JMeter to simulate high load on a target application. Analyze the performance metrics to derive insights for capacity planning, auto-scaling configurations, and identifying bottlenecks.","https://github.com/locustio/locust","Datadog Certified Professional - Observability Fundamentals","Datadog","https://www.datadoghq.com/certification/observability-fundamentals/"
"Site Reliability Engineer","Reliability Engineering, Observability (Monitoring, Logging, Tracing), Incident Management, Postmortems, Automation, Performance Tuning, Capacity Planning, Distributed Systems, Scripting, Cloud Platforms, Linux Administration, Python, Go, Bash, Java (optional), Ruby (optional), OpenTelemetry, Prometheus client libraries, Grafana query languages","SRE-focused Kubernetes Controller for Automated Operations","Create a custom Kubernetes operator or controller (using Operator SDK or Kubebuilder) to automate a specific SRE task. Examples include ensuring pod anti-affinity, automatically scaling resources based on custom metrics, or managing application-specific health checks.","https://github.com/operator-framework/operator-sdk-samples","SRE Foundation Certification","DevOps Institute","https://devopsinstitute.com/certifications/sre-foundation/"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","Automated Kubernetes Cluster Deployment with Terraform & Ansible","Deploy an EKS/AKS/GKE Kubernetes cluster on a cloud provider using Terraform for infrastructure provisioning, then configure it with Ansible for day-2 operations and tooling installation.","https://github.com/terraform-aws-modules/terraform-aws-eks","AWS Certified DevOps Engineer - Professional","AWS","https://aws.amazon.com/certification/certified-devops-engineer-professional/"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","CI/CD Pipeline for a Microservices Application","Build a comprehensive CI/CD pipeline using Jenkins, GitLab CI, or GitHub Actions to automate the build, test, containerization, and deployment of a sample microservices application to a Kubernetes cluster.","https://github.com/jenkinsci/pipeline-examples","Certified Kubernetes Administrator (CKA)","CNCF (Linux Foundation)","https://www.cncf.io/certification/cka/"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","Observability Stack Implementation (Prometheus, Grafana, Loki)","Set up a complete monitoring, logging, and alerting solution for a containerized application using Prometheus for metrics, Grafana for visualization, and Loki for log aggregation.","https://github.com/prometheus-operator/kube-prometheus","HashiCorp Certified: Terraform Associate","HashiCorp","https://www.hashicorp.com/certifications/terraform-associate"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","Multi-Cloud Infrastructure as Code with Pulumi","Provision and manage resources across two different cloud providers (e.g., AWS S3 and Azure Blob Storage) using Pulumi, demonstrating cloud-agnostic Infrastructure as Code principles.","https://github.com/pulumi/examples/tree/master/aws-typescript","Microsoft Certified: Azure DevOps Engineer Expert","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-devops-engineer/"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","GitOps Workflow with ArgoCD for Kubernetes","Implement a GitOps approach for declarative Kubernetes application deployments and cluster management using ArgoCD, synchronizing application states with a Git repository.","https://github.com/argoproj/argocd-example-apps","Google Cloud Professional Cloud DevOps Engineer","Google Cloud","https://cloud.google.com/certification/cloud-devops-engineer"
"Platform Engineer","Infrastructure as Code, CI/CD, Containerization, Orchestration, Cloud Computing, Observability, Python, Go, Bash, YAML, N/A","Immutable Infrastructure with Packer and AWS AMI","Develop Packer templates to create custom, hardened, and pre-configured Amazon Machine Images (AMIs) for various application roles, ensuring consistency and faster deployments.","https://github.com/hashicorp/packer-examples/tree/master/aws/ubuntu","Red Hat Certified Engineer (RHCE) for Ansible Automation","Red Hat","https://www.redhat.com/en/services/training/ex294-red-hat-certified-engineer-rhce-exam-ansible-automation"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Home Lab SIEM Implementation (ELK Stack)","Set up a Security Information and Event Management (SIEM) system using the ELK (Elasticsearch, Logstash, Kibana) stack to collect, parse, and visualize logs from various simulated sources (Windows, Linux, web servers) for threat monitoring.","https://github.com/security-on-demand/docker-compose-siem","CompTIA Security+","CompTIA","https://www.comptia.org/certifications/security"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Vulnerability Scanning and Reporting with OpenVAS","Perform comprehensive vulnerability assessments on a simulated network environment or web application using OpenVAS/Greenbone Vulnerability Manager, then generate detailed reports with remediation recommendations.","https://github.com/greenbone/openvas","(ISC)² SSCP (Systems Security Certified Practitioner)","(ISC)²","https://www.isc2.org/Certifications/SSCP"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Incident Response Playbook Development","Create a detailed incident response playbook for a common cyber attack scenario (e.g., ransomware infection, phishing attempt), outlining steps from detection and containment to eradication and recovery.","https://github.com/Security-Playbook/security-playbook","CompTIA CySA+ (Cybersecurity Analyst+)","CompTIA","https://www.comptia.org/certifications/cysa"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Network Traffic Analysis for Intrusion Detection","Analyze captured network packets using Wireshark and set up Suricata/Snort intrusion detection rules to identify suspicious activities, malware communications, and potential intrusion attempts within a sample network traffic dataset.","https://github.com/secureworks/sbsd-network-traffic-samples","EC-Council CEH (Certified Ethical Hacker)","EC-Council","https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Phishing Campaign Simulation & Awareness Training","Set up a controlled phishing simulation using an open-source tool like GoPhish, analyze the results to understand user susceptibility, and develop a basic security awareness training module based on findings.","https://github.com/gophish/gophish","Microsoft Certified: Azure Security Engineer Associate","Microsoft","https://learn.microsoft.com/en-us/certifications/azure-security-engineer/"
"Cybersecurity Analyst","Threat Detection, Vulnerability Assessment, Incident Response, SIEM, Network Security, Compliance & Governance, Python, PowerShell, Bash, N/A","Basic OS Hardening Scripting (PowerShell/Bash)","Develop PowerShell scripts for Windows or Bash scripts for Linux to automate common security best practices, such as configuring firewall rules, managing user privileges, enabling audit logging, and applying security updates.","https://github.com/ansible-lockdown/Windows-Security-Baseline","Google Cloud Professional Cloud Security Engineer","Google Cloud","https://cloud.google.com/certification/cloud-security-engineer"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Automated Security Scanning in CI/CD Pipeline","Integrate SAST (Static Application Security Testing) like Bandit/SonarQube and DAST (Dynamic Application Security Testing) using OWASP ZAP into a CI/CD pipeline for a web application to detect vulnerabilities early and automatically.","https://github.com/zaproxy/zaproxy/wiki/CI-CD-Integration","(ISC)² CISSP (Certified Information Systems Security Professional)","(ISC)²","https://www.isc2.org/Certifications/CISSP"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Cloud Security Posture Management (CSPM) with Cloud Custodian","Implement a continuous cloud security posture management solution using Cloud Custodian to enforce security policies, identify misconfigurations, and automate remediation actions across an AWS, Azure, or GCP environment.","https://github.com/cloud-custodian/cloud-custodian","Certified Cloud Security Professional (CCSP)","(ISC)²","https://www.isc2.org/Certifications/CCSP"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Threat Modeling and Secure Design for a Microservices Architecture","Conduct a comprehensive threat model for a sample microservices application (e.g., using OWASP Threat Dragon) and propose secure design patterns, authentication mechanisms, and data protection strategies.","https://github.com/OWASP/threat-dragon-desktop","Offensive Security Certified Professional (OSCP)","Offensive Security","https://www.offensive-security.com/pwk-oscp/"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Identity and Access Management (IAM) Automation with Terraform","Automate the provisioning and management of IAM roles, policies, and users across a cloud environment (AWS, Azure, or GCP) using Terraform, ensuring least privilege and compliance with security standards.","https://github.com/terraform-aws-modules/terraform-aws-iam","AWS Certified Security - Specialty","AWS","https://aws.amazon.com/certification/certified-security-specialty/"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Web Application Firewall (WAF) Deployment and Configuration","Deploy and configure an open-source Web Application Firewall (e.g., ModSecurity with Nginx/Apache) to protect a sample web application from common web attacks listed in the OWASP Top 10.","https://github.com/SpiderLabs/ModSecurity","Microsoft Certified: Cybersecurity Architect Expert (SC-100)","Microsoft","https://learn.microsoft.com/en-us/certifications/cybersecurity-architect-expert/"
"Security Engineer","Security Architecture, Cloud Security, Application Security, Automation, Penetration Testing, Cryptography, Python, Go, Java, C#, Bash, PowerShell, OWASP ZAP, Burp Suite, Spring Security","Security GRC Automation with Policy-as-Code (OPA)","Implement security governance, risk, and compliance checks using an open-source policy engine like Open Policy Agent (OPA) to validate infrastructure deployments (e.g., Kubernetes manifests, Terraform plans) against defined security policies.","https://github.com/open-policy-agent/opa-examples","Certified Kubernetes Security Specialist (CKS)","CNCF (Linux Foundation)","https://www.cncf.io/certification/cks/"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Web Application Penetration Testing Lab","Set up and exploit vulnerabilities in a vulnerable web application like DVWA or OWASP Juice Shop, focusing on common attacks such as SQL Injection, XSS, and broken authentication using Burp Suite and SQLMap.","https://github.com/digininja/DVWA","CompTIA PenTest+","CompTIA","https://www.comptia.org/certifications/pentest"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Active Directory Exploitation Lab","Build a simulated Active Directory environment on a virtualized network, perform reconnaissance with BloodHound, identify misconfigurations, and execute attacks like Kerberoasting and Golden Ticket using tools like Mimikatz and Impacket.","https://github.com/dafthack/ADLab","OSCP (Offensive Security Certified Professional)","Offensive Security","https://www.offensive-security.com/pwk-oscp/"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Network Enumeration and Exploitation Challenge","Complete a series of network penetration testing challenges on platforms like TryHackMe or Hack The Box, documenting the entire process from initial reconnaissance (Nmap, enumeration scripts) to gaining root access and post-exploitation.","https://github.com/kali-linux/kali-docs/blob/master/pages/general-use/whats-new-in-kali.md","eJPT (eLearnSecurity Junior Penetration Tester)","eLearnSecurity (INE)","https://checkout.ine.com/ejpt"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Custom Vulnerability Scanner for XSS","Develop a Python script that scans web pages for common Cross-Site Scripting (XSS) vulnerabilities. The script should crawl a target website, identify potential input fields, and inject XSS payloads to detect reflected or stored XSS.","https://github.com/s0md3v/XSStrike","CEH (Certified Ethical Hacker)","EC-Council","https://www.eccouncil.org/programs/certified-ethical-hacker-ceh/"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Basic Buffer Overflow Exploit Development","Analyze a simple vulnerable C program, identify a buffer overflow vulnerability, and develop a working exploit to gain control of program execution, leading to a shell, using tools like GDB and Pwntools.","https://github.com/R3x/buffer-overflow-exploit-development","GIAC GPEN (GIAC Penetration Tester)","GIAC","https://www.giac.org/certifications/penetration-tester-gpen/"
"Penetration Tester","Network Security, Web Application Security, Exploitation, Post-Exploitation, Vulnerability Assessment, Red Teaming, Python, Bash, PowerShell, C/C++, Metasploit, Nmap Scripting Engine (NSE), Mimikatz, BloodHound","Cloud Security Misconfiguration Finder","Create a script (e.g., using Python and AWS Boto3) to audit common AWS or Azure services (S3 buckets, EC2 instances, Storage Accounts) for known security misconfigurations, such as public access or overly permissive IAM policies.","https://github.com/cloud-custodian/cloud-custodian","PNPT (Practical Network Penetration Tester)","TCM Security","https://certifications.tcm-sec.com/pnpt/"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","Home SIEM Lab with ELK Stack","Set up an ELK (Elasticsearch, Logstash, Kibana) stack in a virtualized environment. Collect logs from various sources (Windows Event Logs, Linux Syslog, firewall logs), create custom dashboards, and develop alerts for suspicious activities.","https://github.com/elk-community/elk-docker","CompTIA Security+","CompTIA","https://www.comptia.org/certifications/security"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","Incident Response Playbook Development","Create a detailed incident response playbook for a common cybersecurity incident, such as a phishing attack or ransomware infection. Include steps for detection, analysis, containment, eradication, recovery, and post-incident review.","https://github.com/certs/incident-response-playbooks","Microsoft Certified: Security Operations Analyst Associate (SC-200)","Microsoft","https://learn.microsoft.com/en-us/certifications/security-operations-analyst/"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","Threat Hunting Script for IOCs","Develop a Python script that automates the process of searching for Indicators of Compromise (IOCs) across various logs or endpoints. Integrate with a threat intelligence feed (e.g., MISP) to gather relevant IOCs.","https://github.com/olafhartong/ThreatHunting","Splunk Core Certified Power User","Splunk","https://www.splunk.com/en_us/training/certification-track/splunk-core-certified-power-user.html"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","Malware Analysis Sandbox Setup","Build a secure virtualized sandbox environment for safely analyzing malware. Use tools like Cuckoo Sandbox or setup a custom environment with Procmon, Wireshark, and a disassembler/debugger (e.g., Ghidra).","https://github.com/cuckoosandbox/cuckoo","GIAC GCIH (GIAC Certified Incident Handler)","GIAC","https://www.giac.org/certifications/certified-incident-handler-gcih/"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","Network Traffic Analysis Exercises","Perform network traffic analysis on captured PCAP files using Wireshark. Identify malicious activity, analyze protocol anomalies, and extract information like C2 communication or data exfiltration attempts from pre-provided scenarios.","https://github.com/Hack-with-Rohtang/Network-Traffic-Analysis-using-Wireshark","CySA+ (Cybersecurity Analyst+)","CompTIA","https://www.comptia.org/certifications/cysa"
"Security Operations Analyst","SIEM Management, Incident Response, Threat Intelligence, Log Analysis, Network Monitoring, Endpoint Detection and Response (EDR), Python, PowerShell, Bash, ELK Stack (Elasticsearch, Logstash, Kibana), Splunk SPL, Pandas (for data analysis)","SOAR Playbook for Alert Triage","Design and implement a basic Security Orchestration, Automation, and Response (SOAR) playbook using a free or open-source SOAR platform (e.g., Shuffle) or a scripting language. Automate the enrichment and initial triage of a common security alert.","https://github.com/frikky/shuffle","Cisco Certified CyberOps Associate","Cisco","https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/cyberops-associate.html"
"Cloud Security Engineer","Cloud Architecture Security, IAM, Network Security (VPCs, Security Groups), Data Protection, Compliance, Infrastructure as Code Security, Container Security, Python, Go, Bash, Terraform, CloudFormation, Kubernetes, Open Policy Agent (OPA)","Secure Cloud Environment Deployment with Terraform","Deploy a secure and compliant multi-tier application architecture (e.g., web server, database) on AWS, Azure, or GCP using Terraform. Implement secure configurations for VPCs, subnets, security groups, IAM roles, and encrypted storage.","https://github.com/aws-samples/aws-security-terraform-templates","AWS Certified Security - Specialty","AWS","https://aws.amazon.com/certification/certified-security-specialty/"
